year,month,day,length,title,file,Topic,Count,topic_1,topic_2,topic_3,topic_4,Topic_Label,length_type_v1,date
2023,10,13,375,WHO warns hospitals in besieged Gaza Strip are at ‘breaking point’,2023-10-13_3170.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,13,375,Palestinians flee their homes towards southern Gaza after Israeli order,2023-10-13_3152.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,13,375,What Gaza infrastructure has been damaged since Israel declared war?,2023-10-13_3161.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,13,375,Israel attacks on Gaza refugee camp kills dozens of Palestinians,2023-10-13_3167.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,11,3,375,‘Unsafe in own home’: Israeli settlers spread terror in South Hebron Hills,2023-11-03_2613.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,3,375,Israel kills at least 10 Palestinians in occupied West Bank,2023-11-03_2617.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,3,375,Veteran Thai politician meets Hamas in Iran to seek captives’ release,2023-11-03_2611.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,3,375,Israel-Gaza war: What we know about the captives taken by Hamas,2023-11-03_2614.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,3,375,What’s Israel’s Hannibal Directive? A former Israeli soldier tells all,2023-11-03_2620.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,3,375,"‘Arrested, tortured and insulted’, say workers returned to Gaza by Israel",2023-11-03_2603.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,3,375,A picture and its story: Grief in Gaza and the loss of a child,2023-11-03_2608.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,3,375,"Israeli air strike on ambulances kills 15, injures 60, Gaza officials say",2023-11-03_2605.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,10,9,376,‘Dozens’ of civilians being held hostage by Hamas: Israeli military,2023-10-09_3282.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,9,376,‘We will never be safe’: A day of bombing in Gaza’s Jabalia refugee camp,2023-10-09_3262.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,376,Thousands of Gaza residents take refuge in UN schools from Israel air raids,2023-10-09_3266.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,376,"In Gaza, ‘we hate the night for what Israel does to us’",2023-10-09_3277.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,376,‘It’s time to go’: How a Palestinian maths class became a victim of war,2023-10-09_3279.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2022,9,5,376,Israeli forces kill Palestinian teenager in occupied West Bank,2022-09-05_3967.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-09-01
2023,12,17,376,Nur Shams refugee camp in West Bank reels from deadly Israeli raids,2023-12-17_1708.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-12-01
2023,12,17,376,Israeli military uses drones to kill Palestinians in West Bank’s Tulkarem,2023-12-17_1710.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-12-01
2023,12,17,376,Will Israel reach a deal on captives with Hamas?,2023-12-17_1706.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-12-01
2023,12,17,376,PA health minister seeks probe into deadly Israeli raid on Gaza hospital,2023-12-17_1713.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-12-01
2023,12,17,376,At least 90 killed in latest Israeli attacks on Gaza’s Jabalia refugee camp,2023-12-17_1705.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2024,2,7,377,Blinken says ‘a lot of work’ remains on Israel-Hamas truce talks,2024-02-07_1157.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-02-01
2021,7,3,377,Israeli army fatally shoots Palestinian man in occupied West Bank,2021-07-03_4464.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2021-07-01
2023,10,27,378,Israeli forces kill four Palestinians in occupied West Bank: WAFA,2023-10-27_2805.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,27,378,"Ceasefire, pause or truce? What have Israel and Hamas agreed to?",2023-10-27_2808.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,27,378,Hamas cannot free captives until Israel-Gaza ceasefire: Official,2023-10-27_2809.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,27,378,A day in the life of families sheltering at Gaza’s al-Shifa Hospital,2023-10-27_2794.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,27,378,"My student Yehia Dahdouh survived an Israeli bombing, but his pain is huge",2023-10-27_2795.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,27,378,People with disabilities not spared by Israel’s war machine on Gaza Strip,2023-10-27_2796.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,27,378,Hamas rejects Israeli claim over installations under al-Shifa hospital,2023-10-27_2791.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,27,378,UN says Gaza Health Ministry death tolls in previous wars ‘credible’,2023-10-27_2793.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,27,378,Israeli bombing levels a residential square on Gaza City’s Jalaa Street,2023-10-27_2811.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,27,378,"Israeli air strikes kill dozens in Gaza overnight, Palestinian sources say",2023-10-27_2816.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2024,2,18,379,Israel’s Netanyahu dismisses calls for early election as thousands protest,2024-02-18_1045.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-02-01
2024,2,18,379,Palestinian suffering and endurance in Gaza echo the Nakba,2024-02-18_1041.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-02-01
2024,2,18,379,"Displaced, bombed by Israel, Rafah’s kids seek warmth in hospital coveralls",2024-02-18_1046.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2024-02-01
2023,10,9,379,‘Dozens’ of civilians being held hostage by Hamas: Israeli military,2023-10-09_3282.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,9,379,‘We will never be safe’: A day of bombing in Gaza’s Jabalia refugee camp,2023-10-09_3262.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,379,Thousands of Gaza residents take refuge in UN schools from Israel air raids,2023-10-09_3266.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,379,"In Gaza, ‘we hate the night for what Israel does to us’",2023-10-09_3277.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,9,379,‘It’s time to go’: How a Palestinian maths class became a victim of war,2023-10-09_3279.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,379,Palestinian killed in alleged clash with Israeli police in East Jerusalem,2023-10-12_3179.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,12,379,"Palestinian man, son attending funeral procession in West Bank shot dead",2023-10-12_3184.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,12,379,The impossibility of a stolen moment as Israeli bombs rain on Gaza,2023-10-12_3182.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,379,Wife of Scotland’s leader says her parents trapped in Gaza are ‘terrified’,2023-10-12_3188.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,379,"‘This is different’: At a West Bank cafe, Israel’s assault edges closer",2023-10-12_3206.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,12,379,"Gaza medics say Israel targeting ambulances, health facilities",2023-10-12_3196.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,12,379,At least 45 Palestinians killed in Israeli strike on Gaza refugee camp,2023-10-12_3175.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,11,6,379,"Who are Israeli settlers, and why do they live on Palestinian lands?",2023-11-06_2546.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,6,379,Israeli forces target solar panels at Gaza’s al-Shifa Hospital,2023-11-06_2533.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,379,‘My father is missing’: Israel arrests Gaza patients in Jerusalem hospital,2023-11-06_2534.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,379,"Jordan, Israel announce airdrop of urgent medical aid to Gaza hospital",2023-11-06_2548.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,379,Palestinians flee massacre as Israel bombs al-Maghazi refugee camp,2023-11-06_2528.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,6,379,"Photos: In Gaza, grieving continues as Israel strikes refugee camps",2023-11-06_2550.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2022,10,10,379,Palestinian child shot by Israeli army in Jenin dies from wounds,2022-10-10_3916.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-10-01
2023,11,8,380,"Negotiations ongoing for release of 10-15 Hamas-held captives, reports say",2023-11-08_2478.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,8,380,G7 calls for ‘humanitarian pauses’ in Israel’s bombardment of Gaza,2023-11-08_2494.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,8,380,"With no fresh water left, displaced Gaza families wash in polluted sea",2023-11-08_2487.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,8,380,"Al-Quds Hospital in Gaza runs out of fuel, shuts down key services",2023-11-08_2482.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,8,380,Investigation disproves Israel claim of Hamas tunnel under Gaza hospital,2023-11-08_2485.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,8,380,Health institutions must demand an end to Israel’s atrocities in Gaza,2023-11-08_2491.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,8,380,Why is Gaza’s al-Shifa hospital at the heart of Israel’s war?,2023-11-08_2493.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,8,380,Thousands flee northern Gaza in ‘desperate journey’ during Israel war,2023-11-08_2481.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,8,380,"More Israeli attacks, more death and destruction in Gaza",2023-11-08_2498.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,13,380,‘Not just a number’: A protest and a funeral in the West Bank,2023-11-13_2359.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,13,380,UNRWA says fuel shortage will shut down aid work in Gaza within 48 hours,2023-11-13_2357.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,‘Patients are dying’: What we know about Gaza hospitals under Israeli siege,2023-11-13_2362.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,"In a flash, Melissa Joudah lost 60 family members and use of her legs",2023-11-13_2363.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,What is a ‘human shield’ and why is Israel using the term in Gaza?,2023-11-13_2367.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,"Gaza’s Aqsa hospital warns patients, babies may end up in mass graves soon",2023-11-13_2368.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,More death and destruction in Gaza as Israeli attacks continue,2023-11-13_2374.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,Indonesian President Joko Widodo heads to US amid Gaza tensions,2023-11-13_2376.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,13,380,Gaza’s two biggest hospitals cease operations as WHO warns of rising deaths,2023-11-13_2378.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2022,6,17,381,Three Palestinians killed by Israeli forces in Jenin raid,2022-06-17_4082.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2022-06-01
2023,10,30,381,Illinois man pleads not guilty in killing of Palestinian-American boy,2023-10-30_2712.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,381,The aftermath of Israeli army’s raid in Jenin in occupied West Bank,2023-10-30_2724.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,381,Israeli raids kill five in occupied West Bank,2023-10-30_2725.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,30,381,Israeli military says it freed captured soldier in Gaza ground operations,2023-10-30_2713.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,30,381,‘Never seen such atrocities’: Palestine reporters recount Israel war horror,2023-10-30_2715.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,381,"Bilal went out to harvest his olives, an Israeli settler shot him",2023-10-30_2726.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,381,"‘Our turn to die’: A Gaza blackout, the roar of Israeli jets and screams",2023-10-30_2731.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,381,‘I’ve lost contact’: Surviving Israeli bombs amid communications blackout,2023-10-30_2737.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,30,381,"At Gaza’s Indonesia Hospital, medics fight to save lives amid Israel raids",2023-10-30_2734.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-10-01
2023,10,30,381,Heavy clashes as Israeli tanks briefly reach Gaza City outskirts,2023-10-30_2732.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,30,381,"Nameless on Earth, known in heaven: Victims of Israeli bombs buried in Gaza",2023-10-30_2735.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,11,29,382,Israeli forces kill two Palestinian children in occupied West Bank raid,2023-11-29_2020.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,29,382,"Hurt, scared but free now. Palestinian boy recalls abuse in Israeli prison",2023-11-29_2017.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,29,382,Intensive talks under way to extend Israel-Hamas truce as deadline looms,2023-11-29_2028.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,29,382,"Israel-Hamas war: List of key events, day 54",2023-11-29_2032.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,29,382,Photos: Hamas and Israel exchange more captives for prisoners,2023-11-29_2033.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-11-01
2023,11,29,382,Freed Israeli hostages tell families of ordeal in Gaza captivity,2023-11-29_2019.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,29,382,"‘Save what remains of Gaza’, hospital director says after Israel bombing",2023-11-29_2024.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2021,5,16,382,‘Victims of aggression’: Gaza hospital overwhelmed with wounded,2021-05-16_4696.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2021-05-01
2023,11,10,382,Israel-Gaza war: Escalating violence in the West Bank,2023-11-10_2431.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,382,Israel intensifies raids in the occupied West Bank,2023-11-10_2443.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,382,"This Israel war has no mercy, Gaza rescue workers say",2023-11-10_2445.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,10,382,Gaza’s hospitals on the brink of collapse,2023-11-10_2417.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,382,Health centres in north Gaza under siege in ‘day of war against hospitals’,2023-11-10_2423.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,382,Which of Gaza’s hospitals is Israel threatening?,2023-11-10_2428.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,382,"Israel strikes Gaza’s biggest hospital complex, health officials say",2023-11-10_2446.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,382,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,382,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,382,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,7,26,382,Palestinian teen killed by Israeli forces in occupied West Bank,2023-07-26_3400.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-07-01
2023,7,26,382,Israeli troops kill Palestinian man during West Bank raid,2023-07-26_3401.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-07-01
2023,10,31,382,Hamas says it will release some foreign hostages in coming days,2023-10-31_2686.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,31,382,"No privacy, no water: Gaza women use period-delaying pills amid Israel war",2023-10-31_2694.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-10-01
2023,10,31,382,"Shopping, queuing for bread, looking for water: Life in Gaza City continues",2023-10-31_2685.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,31,382,Photos: Dozens killed in Israeli air attack on Jabalia refugee camp in Gaza,2023-10-31_2689.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,31,382,Dozens killed in Israeli air attack on Jabalia refugee camp: Gaza official,2023-10-31_2693.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,10,31,382,"In Rafah, Israeli bombing shatters buildings, shatters lives",2023-10-31_2697.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2024,3,4,383,Netanyahu rival Benny Gantz to meet US leaders,2024-03-04_864.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-03-01
2023,11,10,383,Israel-Gaza war: Escalating violence in the West Bank,2023-11-10_2431.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,383,Israel intensifies raids in the occupied West Bank,2023-11-10_2443.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,383,"This Israel war has no mercy, Gaza rescue workers say",2023-11-10_2445.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,10,383,Gaza’s hospitals on the brink of collapse,2023-11-10_2417.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,383,Health centres in north Gaza under siege in ‘day of war against hospitals’,2023-11-10_2423.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,383,Which of Gaza’s hospitals is Israel threatening?,2023-11-10_2428.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,383,"Israel strikes Gaza’s biggest hospital complex, health officials say",2023-11-10_2446.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,383,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,383,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,383,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,12,7,384,Israel intensifies daily raids on occupied West Bank,2023-12-07_1888.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-12-01
2023,12,7,384,Photos: Death and devastation in Gaza after two months of Israel-Hamas war,2023-12-07_1876.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,12,7,384,Humanitarian conditions in Gaza near collapse as Israeli attacks intensify,2023-12-07_1889.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-12-01
2023,11,10,384,Israel-Gaza war: Escalating violence in the West Bank,2023-11-10_2431.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,384,Israel intensifies raids in the occupied West Bank,2023-11-10_2443.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,10,384,"This Israel war has no mercy, Gaza rescue workers say",2023-11-10_2445.txt,2,136,my,her,she,we,"my, her, she, we",Medium (300–800),2023-11-01
2023,11,10,384,Gaza’s hospitals on the brink of collapse,2023-11-10_2417.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,384,Health centres in north Gaza under siege in ‘day of war against hospitals’,2023-11-10_2423.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,384,Which of Gaza’s hospitals is Israel threatening?,2023-11-10_2428.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,384,"Israel strikes Gaza’s biggest hospital complex, health officials say",2023-11-10_2446.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,10,384,Tens of thousands flee on foot as UN says north of Gaza is ‘hell on earth’,2023-11-10_2418.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,384,At least 25 people killed in Israeli attacks on Gaza City school,2023-11-10_2419.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,10,384,Israeli bombardments damage more than half of Gaza’s housing units,2023-11-10_2433.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2024,4,17,384,Qatar ‘re-evaluating’ role as mediator in Israel-Gaza truce talks,2024-04-17_12.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2024-04-01
2023,10,16,385,Funeral in US for Palestinian-American boy killed in suspected hate crime,2023-10-16_3078.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-10-01
2023,10,16,385,"At least 199 people being held captive by Hamas, Israel says",2023-10-16_3094.txt,1,148,captives,hamas,release,hostages,"captives, hamas, release, hostages",Medium (300–800),2023-10-01
2023,10,16,385,"Hamas warns of environmental crisis as 1,000 bodies still under Gaza rubble",2023-10-16_3100.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-10-01
2023,11,6,385,"Who are Israeli settlers, and why do they live on Palestinian lands?",2023-11-06_2546.txt,0,359,bank,west,israeli,palestinian,"bank, west, israeli, palestinian",Medium (300–800),2023-11-01
2023,11,6,385,Israeli forces target solar panels at Gaza’s al-Shifa Hospital,2023-11-06_2533.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,385,‘My father is missing’: Israel arrests Gaza patients in Jerusalem hospital,2023-11-06_2534.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,385,"Jordan, Israel announce airdrop of urgent medical aid to Gaza hospital",2023-11-06_2548.txt,3,130,hospital,patients,medical,hospitals,"hospital, patients, medical, hospitals",Medium (300–800),2023-11-01
2023,11,6,385,Palestinians flee massacre as Israel bombs al-Maghazi refugee camp,2023-11-06_2528.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
2023,11,6,385,"Photos: In Gaza, grieving continues as Israel strikes refugee camps",2023-11-06_2550.txt,5,101,gaza,people,killed,younis,"gaza, people, killed, younis",Medium (300–800),2023-11-01
